uid,mid,rating,ts
3,138103,6.1,944918631
3,257088,5.5,944919671
3,10214,3.6,944918124
3,205775,6.5,944917691
3,11692,4.4,944917980
3,22972,6.4,944917420
3,227973,6.5,944918215
3,29193,7.1,944918103
3,1734,6,944918821
3,3131,7.1,944919083
3,76758,7.1,944918718
3,9408,5.9,944918718
3,9890,5.4,945175870
3,855,7.2,945175820
3,77953,5.6,945176072
3,18,7.3,944919728
3,37786,5.4,945175939
3,10501,7,944919671
3,57800,6.2,945175702
3,150689,6.7,945176005
3,7980,6.6,945175784
3,12,7.6,945175870
3,122,8.1,945175730
3,121,8,944918748
3,68737,5.2,945175784
3,1995,5.7,944897108
3,157353,5.9,945176072
3,331,5.7,945175939
3,61791,7,944919366
3,8204,6.3,945176048
3,47964,5.2,945175963
3,10733,5.8,945176072
3,9806,7.4,945175896
3,1408,5.7,945175963
3,32657,6,945175702
3,607,6.9,945175730
3,863,7.3,944897108
3,44048,6.3,945176021
3,5175,6.4,944918590
3,2655,6.3,944918378
3,22794,6.5,945176099
3,8355,6.5,945175870
3,116745,7,945176099
3,4327,5.6,945175939
3,1422,7.9,944918683
3,10674,7.6,944919671
3,7446,6.5,944919728
3,65754,7.2,944918444
3,1572,6.9,944897108
3,10528,7,945175784
3,271969,5.3,944919001
3,10865,6.7,944918292
3,258509,5.8,944919671
3,2253,6.7,944919729
3,10661,5.5,944918748
3,257344,5.6,944918310
3,644,6.8,944918915
3,10756,5.2,944918215
3,686,7.2,945175896
3,9383,5.6,945175870
3,179,6.2,944897783
3,76285,5.9,944919729
3,1996,5.5,944897783
3,291805,6.7,945175784
3,10003,5.9,945175680
3,1535,6.8,945175939
3,2067,5.7,945175820
3,46195,6.5,945175963
3,2277,6.9,945175702
3,10357,5.2,944897441
3,4477,5.9,944918610
3,8665,6.1,944897654
3,9387,6.6,945175658
3,921,7.3,944897877
3,49852,5.4,945175820
3,4464,6.7,945176005
3,664,6.1,945175939
3,8358,7.5,945175730
3,9836,5.9,945176099
3,2502,7.2,945176099
3,9772,6.2,945175730
3,161,7.2,945175658
3,52451,5.6,945176048
3,76492,6.8,944897405
3,4523,6.6,944897855
3,59961,6.3,945175870
3,10481,5.1,944897405
3,59108,5.8,944897654
3,1581,6.7,944918444
3,9798,6.7,944918516
3,22897,6.2,944917666
3,298,6.5,944918980
3,7484,6.1,945176072
3,157350,6.9,944897405
3,853,7.2,944919898
3,10159,6.4,945175820
3,9593,6.1,945175784
3,1904,7.3,945175730
3,9615,6.1,944918500
3,51052,6.7,944919407
3,297,6.9,944918864
3,9884,5.5,944918980
3,16858,7.3,944919672
3,62764,5.5,944919729
3,22538,7.2,945176048
3,9341,5.4,944919729
3, {'credit_id': '58f5f70f92514127a600bf0f',,944919189
3,12107,4.7,944919729
3,9637,5.4,944918567
3,49049,6.6,944918468
3,9339,6,944917348
3,16281,6.7,944917450
4,39691,4.9,840879227
4,8247,5.9,840878922
4,11253,6.5,840878994
4,1949,7.3,840879061
4,8452,5.7,840878852
4,310,6.4,840878898
4,27578,6,840879087
4,954,6.7,840878922
4,70160,6.9,840878994
4,45243,6.2,840879198
4,364,6.6,840879243
4,7518,6.3,840878994
4,11544,7.1,840878825
4,9986,5.8,840879019
4,8656,5.9,840879357
4,146216,6.4,840879087
4,9291,6.2,840878944
4,55301,5.4,840878944
4,109418,5.8,840879575
4,11665,6,840879523
4,6964,6.3,840879282
4,11324,7.8,840879457
4,12193,5.3,840879654
4,9928,6,840879038
4,754,6.8,840878962
4,10202,5.9,840879265
4,4147,7.3,840879424
4,50546,6.3,840879322
5,1701,6.5,851527569
5,13027,6.3,851527751
5,2289,6.7,851526935
5,20504,6.6,851617589
5,9574,5.3,851526935
5,11618,5.2,851526992
5,2300,6.5,851527569
5,12096,5.6,851527012
5,10200,5.2,851526935
5,8834,6.5,851527514
5,228150,7.4,851527650
5,6068,5.6,851527723
5,41515,5.2,851527608
5,9023,7.4,851527569
5,38317,5.3,851617633
5,2157,5,851527608
5,14462,6.2,851527688
5,161795,8,851527569
5,159824,6.7,851527650
5,49948,7,851527650
5,2135,5.8,851527608
5,9822,5.9,851617474
5,9705,6.1,851527723
5,1656,5.9,851527515
5,12159,6.8,851527569
5,9678,5.2,851527723
5,4442,5.6,851527515
5,75,6.1,851527650
5,330770,6.4,851527515
5,9433,6.7,851527607
5,19959,5.9,851527569
5,11973,6.9,851527688
5,11228,5.8,851527751
5,77951,5.2,851527650
5,5491,3,851527751
5,10715,5.6,851527608
5,10197,5.1,851527688
5,9562,5.4,851527569
5,9922,6.1,851527514
5,9447,5.2,851527515
5,274854,5.7,851617589
5,8870,5.4,851527515
5,9992,6,851526961
5,36970,7.3,851527056
5,10077,4.8,851526935
5,76649,5.2,851527056
5,293644,5.3,851526991
5,453,7.7,851527650
5,8587,8,851526935
5,72545,5.8,851526935
5,109451,6.4,851526992
5,9533,6.7,851527074
5,2023,6.5,851617633
5,71880,4.1,851617589
5,584,6.2,851527607
5,309809,7.6,851527152
5,4858,5.7,851526991
5,17711,3.9,851617553
5,328111,5.9,851617674
5,8698,5.7,851527723
5,93456,7,851617728
5,602,6.7,851617674
5,330,6.2,851617674
5,953,6.6,851617674
5,9693,7.4,851617728
5,36657,6.8,851527231
6,8909,6.4,858275452
6,9802,6.9,858275558
6,950,6.5,858275558
6,1824,6.6,858275452
6,2976,6.5,858275658
6,11026,4.7,858275452
6,332,4.3,858275783
6,75656,7.3,858275917
6,38365,6,858275452
6,594,7,858275658
6,15189,5.7,858275558
6,11678,5.9,858275783
6,6538,6.5,858275452
6,10555,5.8,858275658
6,1125,6.6,858275658
6,4551,5.4,858275917
6,612,6.9,858275558
6,9567,6.4,858275452
6,37821,5.7,858275917
6,203801,7.1,858275782
6,2539,5.8,858275452
6,9297,6.3,858275658
6,3172,6.2,858275783
6,6520,5.9,858275558
7,1439,6.4,1011208463
7,37958,5.7,1011208220
7,2026,6.2,1011207889
7,7450,6.3,1011208732
7,11375,5,1011205378
7,9425,6.1,1011207676
7,25769,5.8,1011207238
7,23685,4.3,1011208366
7,11866,5.7,1011208569
7,9741,6.9,1011207965
7,211672,6.4,1011208263
7,23629,5.9,1011206659
7,8688,5.8,1011206217
7,10153,5.8,1011208655
7,153518,5.9,1011207019
7,8676,5.4,1011208090
7,20829,5.7,1011206046
7,4349,6.5,1011208637
7,9718,6.2,1011205262
7,10808,4.9,1011207775
7,197,7.7,1011208038
7,25,6.6,1011208344
7,35,6.9,1011204536
7,11086,6.6,1011207889
7,10477,4.5,1011208463
7,1997,6.9,1011207860
7,6947,6.2,1011206779
7,3050,5.4,1011206595
7,2675,6.4,1011208000
7,809,6.7,1011205651
7,920,6.6,1011208220
7,4806,5.7,1011206456
7,7451,5.8,1011205480
7,228165,5.8,1011207938
7,3595,6.4,1011207238
7,16869,7.9,1011208066
7,879,6.6,1011208161
7,1573,6.6,1011206659
7,9257,5.8,1011206898
7,1903,6.5,1011208527
7,9697,5.3,1011206295
7,395,5.5,1011207889
7,23398,5.4,1011207270
7,10590,6.7,1011207810
7,117263,6.2,1011204510
7,200,6.3,1011204596
7,44943,5.5,1011207916
7,587,7.6,1011207700
7,10395,6,1011207570
7,57212,7,1011206698
7,152760,5.8,1011207775
7,2756,7.1,1011207830
7,33909,5.8,1011206498
7,49017,6.2,1011205481
7,9882,6,1011205333
7,2270,7.1,1011206898
7,978,7,1011208038
7,44564,5.2,1011205422
7,3132,5.4,1011206698
7,8814,5,1011208112
7,8427,5.2,1011208187
7,52520,6.1,1011204572
7,80585,6,1011206732
7,10592,5.9,1011204654
7,49021,6.1,1011204486
7,11535,3.4,1011207643
7,10550,4.3,1011206659
7,11258,5.5,1011205262
7,12610,5.9,1011205422
7,59981,5.9,1011207810
7,201088,5.1,1011206698
7,5137,5.7,1011206065
7,3093,4.6,1011205286
7,107846,6.7,1011206732
7,188207,4.4,1011207700
7,4614,5.9,1011205940
7,24021,5.8,1011207860
7,11371,6.7,1011205234
7,20352,7.1,1011207019
7,11517,5.4,1011207810
7,214756,6.2,1011208161
7,26428,6.9,1011208550
7,9824,5.7,1011208134
7,48988,5.4,1011206549
7,9008,7.3,1011206375
7,300673,6.3,1011209284
7,12113,6.5,1011205998
7,38778,5.5,1011207079
7,72331,5.5,1011206928
7,1844,6,1011206832
7,846,6.6,1011208263
7,9703,5,1011204620
7,857,7.9,1011207749
7,136797,6.1,1011206217
7,3981,6.1,1011207965
7,425,7.1,1011207938
7,6171,5.3,1011207311
7,72976,6.7,1011208527
7,603,7.9,1011208487
7,568,7.3,1011209096
7,9021,5.5,1011206898
7,82695,7.1,1011205998
7,9489,6.3,1011205355
7,12133,6.5,1011207019
7,9342,6.3,1011207019
7,41733,6.2,1011209284
7,227306,7.3,1011205698
7,5551,6.3,1011205481
7,9350,6.1,1011207123
7,9208,5.7,1011207700
7,4244,6,1011206022
7,1852,5.9,1011206498
7,11820,6.5,1011208112
7,76493,5.9,1011206498
7,345,7.1,1011207786
7,196867,6,1011208463
7,256591,6.7,1011206188
7,59962,5.9,1011205422
7,36648,5.7,1011208608
7,1880,6.4,1011205452
7,9440,6.1,1011207182
7,71679,5.6,1011208487
7,10483,6,1011209161
7,11412,6.5,1011207052
7,11983,6,1011206779
7,6795,6.1,1011206157
7,550,8.3,1011205743
7,11170,6.7,1011208637
7,9292,5.4,1011209218
7,10783,4.9,1011207722
7,100241,5,1011206549
7,257,6.7,1011208187
7,9947,4.8,1011205787
7,189,6.3,1011208220
7,12618,5.3,1011206188
7,253412,6.7,1011206346
7,1427,7.1,1011205813
7,818,5.9,1011205860
7,16577,6.1,1011205882
7,329,7.6,1011207270
7,12160,6.5,1011206732
7,9331,6.4,1011205698
7,300168,5.9,1011209036
7,9072,5.3,1011208608
7,3536,6.1,1011209284
7,9087,6.5,1011206898
7,12177,4.3,1011208161
7,12138,5.8,1011206832
7,273248,7.6,1011206928
7,9955,5.9,1011207311
7,50359,5.5,1011205813
7,1271,7,1011207019
7,693,6.1,1011207101
7,14306,6.9,1011208000
7,497,8.2,1011208971
7,11199,5.6,1011209036
7,9982,5.6,1011205422
7,210577,7.9,1011209161
7,2501,7.3,1011207270
7,710,6.6,1011209218
7,2275,6.1,1011209218
7,37165,7.8,1011205422
7,9837,6.8,1011209348
7,10708,5.6,1011209036
7,136400,6.6,1011208971
7,10992,5,1011205787
7,9654,6.6,1011209096
7,2642,5.9,1011209036
7,8916,6,1011206832
7,19899,5.3,1011206321
7,2119,5.9,1011206595
7,9641,5.7,1011209096
7,294254,6.4,1011206951
7,38167,5.8,1011207589
7,5994,6.5,1011204654
7,39514,6.6,1011208700
7,9563,6.8,1011206805
7,547,6.7,1011207052
7,1538,7,1011206346
7,9334,5.3,1011205521
7,11128,6.2,1011204654
7,75780,6.3,1011206092
7,8914,5.6,1011204572
7,13576,6.7,1011205452
7,39538,6.2,1011206262
7,10628,4.3,1011208263
7,14836,7.3,1011205998
7,8645,4.9,1011207101
7,9509,7.3,1011206805
7,10067,4.5,1011209348
7,9384,5.6,1011208971
7,9279,5.5,1011209348
7,1487,6.5,1011206456
7,9422,6.1,1011207860
7,77174,6.7,1011209218
7,4824,6.1,1011205675
7,9620,5.9,1011208000
7,9302,5.9,1011207570
7,10199,5.8,1011205743
7,10771,5.3,1011207182
7,3512,5.6,1011206595
7,137094,5.9,1011209096
7,274479,6.4,1011206698
7,267860,5.8,1011206092
7,8078,5.9,1011204620
7,7485,6.9,1011207916
7,170687,6.6,1011208318
7,6435,6.3,1011209161
7,137106,7.5,1011209284
7,10040,5.3,1011208344
7,6278,6,1011206498
7,82682,6.2,1011206864
7,17610,4.6,1011208366
7,22954,7,1011209161
7,16995,6.7,1011207358
7,16558,5.7,1011206456
7,9849,5.1,1011208134
7,5820,5.8,1011206375
7,16866,5.6,1011207052
7,201,6.1,1011209161
7,11775,5.8,1011209284
7,87825,6.6,1011208971
7,12201,6.2,1011206779
7,11015,5.8,1011209348
7,9932,5.7,1011208971
7,13389,5.9,1011207238
7,8838,6,1011206977
7,17332,6.6,1011206022
7,4958,6.3,1011207079
7,786,7.4,1011205675
7,9513,5.1,1011207270
7,11679,4.7,1011206732
7,38321,5.4,1011206951
7,14411,6.6,1011209036
7,8413,6.5,1011207860
7,10052,6.1,1011208318
7,9676,5.7,1011205111
7,9664,6.3,1011206864
7,2100,7,1011208220
7,10384,4.9,1011206417
7,137321,6,1011207965
7,123553,6.2,1011207749
7,11260,5,1011208187
7,9009,5.3,1011208318
7,11374,5.7,1011207749
7,2309,6,1011205452
7,8285,4.7,1011205026
7,210860,5.4,1011205026
7,2312,4.1,1011205069
7,9839,6.7,1011208675
7,381902,6,1011205286
7,13922,6.8,1011205651
7,293660,7.4,1011207749
7,9713,4.9,1011205069
7,190859,7.4,1011206864
7,257445,6.2,1011207916
7,9007,6.5,1011208463
7,889,4.4,1011206092
7,1370,5.7,1011206517
7,4942,5.7,1011207205
7,347969,4.9,1011205069
7,24438,5.1,1011205089
7,116741,6.1,1011206977
7,35791,5.8,1011205333
7,72431,5.9,1011205521
7,1813,7.2,1011205131
7,87428,5.5,1011205333
7,8840,6.4,1011204747
7,10589,6,1011204803
7,71676,4.7,1011204833
7,1722,5.5,1011204747
7,10022,5.8,1011204773
7,11358,6,1011204747
7,13,8.2,1011204833
7,6477,5.5,1011204879
7,1597,6.6,1011204899
8,10530,6.7,833981871
8,1924,6.9,833981733
8,9327,5.4,833982631
8,8488,6.4,833981834
8,10603,5.4,833981918
8,8273,6,833981710
8,109424,7.6,833981963
8,35056,5.9,833981896
8,8839,6,833982197
8,156022,7.1,833981870
8,7303,5.6,833973081
8,8963,7,833973175
8,1402,7.7,833981804
8,9315,6.1,833973175
8,8984,5.9,833982178
8,795,6.4,833982178
8,24,7.7,833981993
8,11353,6,834586861
8,393,7.6,833982765
8,9618,6.1,833981834
8,9374,6.3,835087532
8,8584,6.2,833982013
8,2320,5.8,833981834
8,58224,5.7,833981963
8,1729,6.3,833982244
8,175574,5.7,833982245
8,8077,6.2,833981870
8,8818,5.9,833981834
8,8195,6.7,833973081
8,10586,6.4,833973235
8,116149,7,833973235
8,80035,5.3,834586900
8,10632,6,833981834
8,12117,6.2,833973175
8,1792,5.1,833973175
8,13260,5.4,833982244
8,72197,6.4,833982683
8,3580,7.3,833982808
8,12123,5.3,833982259
8,9566,5.7,833982790
8,9833,7,833982013
8,4517,6.6,833982133
8,8202,5.4,834587089
8,16072,6.1,833982715
8,34314,5.2,833973081
8,19724,5.7,833982668
8,145220,6.2,833981804
8,14623,4.2,833982259
8,42297,6.9,835087603
8,2841,7.1,833981896
8,802,7.3,833982648
8,10375,5.3,833982790
8,36586,6.2,833982957
8,11321,7.5,833973298
8,70074,5.2,833982860
8,242,7.1,834587074
8,9621,6.1,833982668
8,1819,5.4,833982859
8,8536,6.5,833982013
8,8046,3.5,833982889
8,1717,5.7,833973175
8,479,5.5,833982668
8,9444,7.4,833973081
8,824,7.4,833973081
8,11456,5.4,833981896
8,261023,6.3,835087532
8,3683,6.7,833982889
8,22803,7.2,833981710
8,285923,6.8,834586915
8,39437,5.9,834586590
9,1950,5.4,994019198
9,640,7.7,994019177
9,97630,6.7,994019177
9,9767,5.6,994020644
9,11631,6.4,994020010
9,32856,5.7,994020231
9,6519,5.1,994019240
9,8741,7.2,994020680
9,49520,5.9,994020490
9,1850,6.9,994020834
9,524,7.8,994020490
9,26389,6.1,994020516
9,11817,5.1,994020834
9,2123,6.1,994020644
9,9907,5.3,994020305
9,9969,5.1,994020264
9,18239,5.6,994020680
9,808,7.3,994020644
9,38050,6.5,994019133
9,8367,6.6,994020379
9,9390,6.7,994020517
9,72105,6.3,994020078
9,2898,7.2,994019476
9,10312,7,994019432
9,109443,6,994019451
9,2022,5.6,994019320
9,37686,6.6,994019476
9,462,7.1,994019320
9,9919,6.3,994020180
9,187017,7,994019656
9,628,7.2,994019881
9,10201,6.4,994019848
9,302699,6.2,994019820
9,9441,6.9,994019800
9,274167,5.8,994019775
10,224141,5.6,943497887
10,388,7.3,943497660
10,2112,6.7,943497660
10,10329,5,943497376
10,74465,6.5,943497122
10,13811,5.9,943497122
10,6877,5.5,943497439
10,10320,5.4,943497122
10,50646,7,943497610
10,8920,5.2,943497284
10,13673,5.2,943497986
10,60308,7,943497180
10,6950,6.3,943497376
10,225574,6.8,943497122
10,13836,5.5,943497235
10,752,7.7,943497610
10,6038,6,943497502
10,9975,6.2,943497235
10,11451,5.1,943497554
10,12103,6,943497502
10,60304,5.7,943497235
10,2251,6.3,943497554
10,46529,5.9,943497180
10,231,6.3,943497986
10,300671,7,943497376
10,228326,7.3,943497610
10,9754,5.6,943497180
10,66,6.4,943497180
10,4421,6,943497376
10,2649,7.5,943497502
10,588,6.3,943497838
10,10393,6.1,943497376
10,71552,6.1,943497934
10,9631,6.8,943497934
10,216282,5.8,943497502
10,306,5.5,943497502
10,928,6.2,943497439
10,205587,7.2,943497376
11,6623,5.8,1230858821
11,1577,6.1,1230858959
11,9801,6.1,1230783704
11,2116,6.1,1230783095
11,9624,4.5,1230859032
11,14199,4.4,1230856649
11,1907,6.3,1230853748
11,4599,5.9,1230785947
11,22832,6.2,1230785343
11,10390,6.3,1230858914
11,9879,4.4,1230853973
11,38579,5,1230787621
11,44603,5.8,1230858900
11,11892,6,1230782534
11,9691,6,1230787804
11,1248,6,1230788954
11,12220,5.9,1230859015
11,72710,6,1230787870
11,10782,6.2,1230858945
11,9573,6.1,1230858996
11,4959,6,1230788946
11,10061,5.6,1230787560
11,10386,7.6,1230787831
11,421,7.1,1230858799
11,316152,6.6,1230788496
11,11615,7.3,1230850571
11,13498,5.4,1230783700
11,241554,6.3,1230858804
11,2252,7.2,1230858919
11,11968,5.8,1230858954
11,10047,6.2,1230858880
11,38319,5.2,1251170857
11,69668,5.8,1230785967
11,9770,5.9,1230787663
11,11212,5.8,1230783786
11,10533,5.5,1230853962
11,38363,6.5,1230788002
11,9923,6,1230788713
11,11863,5.2,1230858949
11,18501,5.6,1230787591
11,109491,5.6,1251170861
11,9275,5.9,1230782539
11,329833,4.7,1230787503
11,12634,5,1230788928
11,10416,5.4,1230853957
11,47327,5.3,1230859027
11,15268,3.9,1230858969
11,10796,5.7,1251170867
11,9548,6.2,1230788848
11,18947,7.2,1230789445
11,1900,6.9,1230858809
11,89,7.6,1230858904
11,96724,6.5,1230858934
11,198184,6.6,1230858873
11,9481,6.5,1230853952
11,4547,6.5,1230787801
11,53953,4.3,1230782542
11,6415,6.6,1230784338
11,181283,6.1,1230853720
11,9896,6,1251143205
11,167,7.1,1230782626
11,11232,6,1230787775
11,1636,5.6,1251170912
11,2148,6.6,1230788659
11,5176,6.9,1230856213
11,260346,6.1,1230788340
11,1389,6.5,1230853947
11,9894,5.7,1230784021
11,7504,6.6,1230858924
11,8592,5.9,1230787643
11,913,6.6,1251170109
11,11091,6.5,1230853922
11,1368,7.2,1230853917
11,593,7.7,1230784254
11,5393,4.6,1230859011
11,9095,5.7,1251144145
11,8874,6.3,1230784195
11,11467,5.5,1230853696
11,320,6.8,1230782602
11,199,7,1230782561
11,20533,4.4,1230788620
11,10684,6.2,1230853691
11,1624,6.4,1230785998
11,325789,6.6,1230784671
11,113464,6.5,1230787560
11,888,5,1230858974
11,82675,6.1,1230858888
11,4256,5.8,1230784277
11,1493,6.1,1230858825
11,88751,5.8,1230853686
11,11130,6,1230784258
